id_sensor	id_plot	position_sensor	datetime	month	month_num	date	time	t_hobo
59-32-a	59_32	a	2023-09-22T18:00:00Z	September	9	2023-09-22	18:00:00	11.916
59-32-a	59_32	a	2023-09-30T04:00:00Z	September	9	2023-09-30	04:00:00	10.063
59-32-a	59_32	a	2023-09-30T05:00:00Z	September	9	2023-09-30	05:00:00	9.275
59-32-a	59_32	a	2023-09-30T06:00:00Z	September	9	2023-09-30	06:00:00	8.879
59-32-a	59_32	a	2023-09-30T07:00:00Z	September	9	2023-09-30	07:00:00	9.472
59-32-a	59_32	a	2023-09-30T08:00:00Z	September	9	2023-09-30	08:00:00	10.455
59-32-a	59_32	a	2023-09-30T10:00:00Z	September	9	2023-09-30	10:00:00	13.846
59-32-a	59_32	a	2023-09-30T17:00:00Z	September	9	2023-09-30	17:00:00	14.804
59-32-a	59_32	a	2023-09-30T18:00:00Z	September	9	2023-09-30	18:00:00	13.846
59-32-a	59_32	a	2023-09-30T20:00:00Z	September	9	2023-09-30	20:00:00	12.401
59-32-a	59_32	a	2023-09-30T22:00:00Z	September	9	2023-09-30	22:00:00	12.69
59-32-a	59_32	a	2023-09-20T05:00:00Z	September	9	2023-09-20	05:00:00	14.996
59-32-a	59_32	a	2023-09-27T00:00:00Z	September	9	2023-09-27	00:00:00	13.942
59-32-a	59_32	a	2023-09-27T01:00:00Z	September	9	2023-09-27	01:00:00	13.75
59-32-a	59_32	a	2023-09-29T02:00:00Z	September	9	2023-09-29	02:00:00	15.473
59-32-a	59_32	a	2023-09-29T03:00:00Z	September	9	2023-09-29	03:00:00	15.951
59-32-a	59_32	a	2023-09-22T20:00:00Z	September	9	2023-09-22	20:00:00	11.334
59-32-a	59_32	a	2023-09-29T07:00:00Z	September	9	2023-09-29	07:00:00	16.999
59-32-a	59_32	a	2023-09-20T18:00:00Z	September	9	2023-09-20	18:00:00	17.95
59-32-a	59_32	a	2023-09-29T10:00:00Z	September	9	2023-09-29	10:00:00	17.76
59-32-a	59_32	a	2023-09-29T13:00:00Z	September	9	2023-09-29	13:00:00	16.427
59-32-a	59_32	a	2023-09-29T15:00:00Z	September	9	2023-09-29	15:00:00	16.713
59-32-a	59_32	a	2023-09-29T16:00:00Z	September	9	2023-09-29	16:00:00	16.713
59-32-a	59_32	a	2023-09-29T19:00:00Z	September	9	2023-09-29	19:00:00	14.421
59-32-a	59_32	a	2023-09-21T06:00:00Z	September	9	2023-09-21	06:00:00	16.237
59-32-a	59_32	a	2023-09-20T04:00:00Z	September	9	2023-09-20	04:00:00	14.804
59-32-a	59_32	a	2023-09-20T07:00:00Z	September	9	2023-09-20	07:00:00	15.569
59-32-a	59_32	a	2023-09-27T02:00:00Z	September	9	2023-09-27	02:00:00	13.461
59-32-a	59_32	a	2023-09-22T19:00:00Z	September	9	2023-09-22	19:00:00	11.625
59-32-a	59_32	a	2023-09-27T08:00:00Z	September	9	2023-09-27	08:00:00	14.23
59-32-a	59_32	a	2023-09-27T09:00:00Z	September	9	2023-09-27	09:00:00	15.378
59-32-a	59_32	a	2023-09-06T03:00:00Z	September	9	2023-09-06	03:00:00	17.665
59-32-a	59_32	a	2023-09-06T04:00:00Z	September	9	2023-09-06	04:00:00	17.284
